GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mua_type,TimeFrame,GeoVintage,Layer_Source,facility_provider_number,facility_name,facility_subcategory,address,total_beds,certified_beds,rural_status,ph_num,full_time_physicians,full_time_physician_assis,nurse_practitioners,other_full_time_personnel,hhs_region,facility_category,Point_Source,Location,ZipCode_long,Zipcode,Population,City,State,Hospital_Cost,CountyCode
Census Tract,40063484900,OK,40063484900,40063484900,Medically Underserved Area,2024,2010,HRSA,371321,HOLDENVILLE GENERAL HOSPITAL,Critical Access Hospitals,"100 McDougal Dr, Holdenville, OK 74848-2822",25,25,Yes,405-379-4200,1,3,4,54,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),74848-2822,74848,4,Holdenville,OK,95835700,40063
Census Tract,6067005901,CA,6067005901,6067005901,Not an MUA or MUP,2024,2010,HRSA,54104,HERITAGE OAKS HOSPITAL,Psychiatric,"4250 Auburn Blvd, Sacramento, CA 95841-4164",125,125,No,916-489-3336,0,0,0,142,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95841-4164,95841,112,Sacramento,CA,12168034100,6067
Census Tract,35031940500,NM,35031940500,35031940500,Medically Underserved Area,2024,2010,HRSA,320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,Short Term,"301 B Ave, Zuni, NM 87327",35,35,Yes,505-782-4431,14,0,1,0,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),", NM 87327",87327,112,Zuni,NM,428989600,35031
Census Tract,40135030302,OK,40135030302,40135030302,Medically Underserved Area,2024,2010,HRSA,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,Short Term,"213 E Redwood Ave, Sallisaw, OK 74955-2811",41,41,Yes,918-774-1100,0.5,0,1,137,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),74955-2811,74955,4,Sallisaw,OK,279304300,40135
Census Tract,6059076102,CA,6059076102,6059076102,Not an MUA or MUP,2024,2010,HRSA,50348,UCI HEALTH-ORANGE,Short Term,"101 The City Dr S, Orange, CA 92868-3201",415,415,No,714-456-6112,0,0,6.3,2327.7,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92868-3201,92868,112,Orange,CA,23461924000,6059
Census Tract,6059076102,CA,6059076102,6059076102,Not an MUA or MUP,2024,2010,HRSA,59811,"UNIVERSITY OF CALIFORNIA, IRVINE MEDICAL CENTER",Transplant Hospitals,"101 The City Dr S, Orange, CA 92868-3201",0,0,No,714-456-5841,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92868-3201,92868,112,Orange,CA,23461924000,6059
Census Tract,6059099212,CA,6059099212,6059099212,Not an MUA or MUP,2024,2010,HRSA,50526,HUNTINGTON BEACH HOSPITAL,Short Term,"17772 Beach Blvd, Huntington Beach, CA 92647-6819",131,131,No,714-843-5000,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92647-6819,92647,112,Huntington Beach,CA,23461924000,6059
Census Tract,6059099801,CA,6059099801,6059099801,Not an MUA or MUP,2024,2010,HRSA,52035,KINDRED HOSPITAL WESTMINSTER,Long Term,"200 Hospital Cir, Westminster, CA 92683-3910",109,109,No,714-893-4541,0,0,98,146,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92683-3910,92683,112,Westminster,CA,23461924000,6059
Census Tract,6059075504,CA,6059075504,6059075504,Not an MUA or MUP,2024,2010,HRSA,50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,Short Term,"1001 N Tustin Ave, Santa Ana, CA 92705-3502",282,282,No,714-953-3610,0,0,1,406,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92705-3502,92705,112,Santa Ana,CA,23461924000,6059
Census Tract,35029000300,NM,35029000300,35029000300,Medically Underserved Area,2024,2010,HRSA,321309,MIMBRES MEMORIAL HOSPITAL,Critical Access Hospitals,"900 W Ash St, Deming, NM 88030-4000",25,25,Yes,575-546-5803,8,0,6,0,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),88030-4000,88030,112,Deming,NM,194796800,35029
Census Tract,40037020800,OK,40037020800,40037020800,Medically Underserved Area,2024,2010,HRSA,371331,DRUMRIGHT REGIONAL HOSPITAL,Critical Access Hospitals,"610 W Bypass, Drumright, OK 74030-5957",15,15,Yes,918-382-2300,2,3.08,2,44.78,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),74030-5957,74030,4,Drumright,OK,553239600,40037
Census Tract,40037020900,OK,40037020900,40037020900,Medically Underserved Area,2024,2010,HRSA,370246,CARRUS LAKESIDE HOSPITAL,Short Term,"700 W 7th Ave, Bristow, OK 74010-2300",4,4,Yes,918-367-2215,2,0,6,12,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),74010-2300,74010,4,Bristow,OK,553239600,40037
Census Tract,6059052518,CA,6059052518,6059052518,Not an MUA or MUP,2024,2010,HRSA,50769,HOAG ORTHOPEDIC INSTITUTE,Short Term,"16250 Sand Canyon Ave, Irvine, CA 92618",70,70,No,949-727-5000,0,0,2,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),", CA 92618",92618,112,Irvine,CA,23461924000,6059
Census Tract,6059099229,CA,6059099229,6059099229,Not an MUA or MUP,2024,2010,HRSA,50570,UCI HEALTH-FOUNTAIN VALLEY,Short Term,"17100 Euclid St, Fountain Valley, CA 92708-4004",405,389,No,714-966-7200,0,0,0,794,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92708-4004,92708,112,Fountain Valley,CA,23461924000,6059
Census Tract,6059075806,CA,6059075806,6059075806,Not an MUA or MUP,2024,2010,HRSA,53308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,Childrens,"393 S Tustin St, Orange, CA 92866-2501",6,6,No,714-289-2400,0,0,0,25.2,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92866-2501,92866,112,Orange,CA,23461924000,6059
Census Tract,6059099232,CA,6059099232,6059099232,Not an MUA or MUP,2024,2010,HRSA,50678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,Short Term,"9920 Talbert Ave, Fountain Valley, CA 92708-5153",210,210,No,714-378-7406,0,0,1,514.1,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92708-5153,92708,112,Fountain Valley,CA,23461924000,6059
Census Tract,32003001003,NV,32003001003,32003001003,Not an MUA or MUP,2024,2010,HRSA,292002,KINDRED HOSPITAL - LAS VEGAS (SAHARA CAMPUS),Long Term,"5110 W Sahara Ave, Las Vegas, NV 89146-3406",146,146,No,702-835-2926,0,0,0,169.32,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),89146-3406,89146,112,Las Vegas,NV,16255307700,32003
Census Tract,32003001003,NV,32003001003,32003001003,Not an MUA or MUP,2024,2010,HRSA,294010,SPRING MOUNTAIN SAHARA,Psychiatric,"5460 W Sahara Ave, Las Vegas, NV 89146-3307",30,30,No,702-853-3000,3,0,2,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),89146-3307,89146,112,Las Vegas,NV,16255307700,32003
Census Tract,35049010314,NM,35049010314,35049010314,Not an MUA or MUP,2024,2010,HRSA,320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,Short Term,"4801 Beckner Rd, Santa Fe, NM 87507-3641",36,36,No,505-772-6216,43,0,14,247,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),87507-3641,87507,112,Santa Fe,NM,1437786400,35049
Census Tract,6059062639,CA,6059062639,6059062639,Not an MUA or MUP,2024,2010,HRSA,54158,"ALISO RIDGE BEHAVIORAL HEALTH, LLC",Psychiatric,"200 Freedom Ln, Aliso Viejo, CA 92656-5876",119,119,No,248-839-5380,1,0,1,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92656-5876,92656,112,Aliso Viejo,CA,23461924000,6059
Census Tract,6115040100,CA,6115040100,6115040100,Medically Underserved Population,2024,2010,HRSA,50133,ADVENTIST HEALTH AND RIDEOUT,Short Term,"726 4th St, Marysville, CA 95901-5656",173,173,No,530-749-4300,0,0,0,901,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95901-5656,95901,112,Marysville,CA,582631900,6115
Census Tract,6059001601,CA,6059001601,6059001601,Medically Underserved Population,2024,2010,HRSA,50168,PROVIDENCE ST. JUDE MEDICAL CENTER,Short Term,"101 E Valencia Mesa Dr, Fullerton, CA 92835-3809",301,301,No,714-992-3000,2,1,3,1233.87,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92835-3809,92835,112,Fullerton,CA,23461924000,6059
Census Tract,6059032022,CA,6059032022,6059032022,Not an MUA or MUP,2024,2010,HRSA,50567,PROVIDENCE MISSION HOSPITAL,Short Term,"27700 Medical Center Rd, Mission Viejo, CA 92691-6426",565,565,No,949-364-1400,0,0,0,887.31,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92691-6426,92691,112,Mission Viejo,CA,23461924000,6059
Census Tract,6059032022,CA,6059032022,6059032022,Not an MUA or MUP,2024,2010,HRSA,53306,CHILDREN'S HOSPITAL AT MISSION,Childrens,"27700 Medical Center Rd, Mission Viejo, CA 92691-6426",54,54,No,949-365-2408,0,0,0,38.22,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92691-6426,92691,112,Mission Viejo,CA,23461924000,6059
Census Tract,6097153403,CA,6097153403,6097153403,Not an MUA or MUP,2024,2010,HRSA,52057,SONOMA SPECIALTY HOSPITAL,Long Term,"501 Petaluma Ave, Sebastopol, CA 95472-4215",58,37,No,707-823-8511,1,0,0,42,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95472-4215,95472,112,Sebastopol,CA,4252460000,6097
Census Tract,6085509901,CA,6085509901,6085509901,Not an MUA or MUP,2024,2010,HRSA,50308,EL CAMINO HOSPITAL,Short Term,"2500 Grant Rd, Mountain View, CA 94040-4302",443,443,No,650-940-7000,0,0,4.4,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),94040-4302,94040,112,Mountain View,CA,14196940300,6085
Census Tract,6085503712,CA,6085503712,6085503712,Medically Underserved Population,2024,2010,HRSA,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,Short Term,"225 N Jackson Ave, San Jose, CA 95116-1603",264,264,No,408-259-5000,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95116-1603,95116,112,San Jose,CA,14196940300,6085
Census Tract,6093000702,CA,6093000702,6093000702,Not an MUA or MUP,2024,2010,HRSA,51316,FAIRCHILD MEDICAL CENTER,Critical Access Hospitals,"444 Bruce St, Yreka, CA 96097-3450",28,25,Yes,530-842-4121,0,0.04,0,147.76,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),96097-3450,96097,112,Yreka,CA,421610100,6093
Census Tract,6093001000,CA,6093001000,6093001000,Not an MUA or MUP,2024,2010,HRSA,51319,MERCY MEDICAL CENTER MT SHASTA,Critical Access Hospitals,"914 Pine St, Mount Shasta, CA 96067-2143",33,25,Yes,530-926-6111,1,1,1,1,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),96067-2143,96067,112,Mount Shasta,CA,421610100,6093
Census Tract,6085502101,CA,6085502101,6085502101,Not an MUA or MUP,2024,2010,HRSA,50038,SANTA CLARA VALLEY MEDICAL CENTER,Short Term,"751 S Bascom Ave, San Jose, CA 95128-2604",1182,1182,No,408-885-5000,373.15,22.4,64,3290.75,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95128-2604,95128,112,San Jose,CA,14196940300,6085
Census Tract,6085508102,CA,6085508102,6085508102,Not an MUA or MUP,2024,2010,HRSA,50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,Short Term,"700 Lawrence Expy, Santa Clara, CA 95051-5173",327,327,No,408-236-6400,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95051-5173,95051,112,Santa Clara,CA,14196940300,6085
Census Tract,6085508102,CA,6085508102,6085508102,Not an MUA or MUP,2024,2010,HRSA,54150,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,Psychiatric,"3840 Homestead Rd, Santa Clara, CA 95051-4542",24,24,No,408-851-4850,4.6,0,0,34.4,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95051-4542,95051,112,Santa Clara,CA,14196940300,6085
Census Tract,6085502702,CA,6085502702,6085502702,Not an MUA or MUP,2024,2010,HRSA,50380,GOOD SAMARITAN HOSPITAL,Short Term,"2425 Samaritan Dr, San Jose, CA 95124-3908",404,404,No,408-559-2011,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95124-3908,95124,112,San Jose,CA,14196940300,6085
Census Tract,6073000400,CA,6073000400,6073000400,Not an MUA or MUP,2024,2010,HRSA,50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,Short Term,"200 W Arbor Dr, San Diego, CA 92103-1911",600,600,No,619-543-6222,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92103-1911,92103,112,San Diego,CA,23901662100,6073
Census Tract,6073000400,CA,6073000400,6073000400,Not an MUA or MUP,2024,2010,HRSA,50077,SCRIPPS MERCY HOSPITAL,Short Term,"4077 5th Ave, San Diego, CA 92103-2105",700,700,No,619-294-8111,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92103-2105,92103,112,San Diego,CA,23901662100,6073
Census Tract,6073000400,CA,6073000400,6073000400,Not an MUA or MUP,2024,2010,HRSA,52044,SELECT SPECIALTY HOSPITAL - SAN DIEGO,Long Term,"555 Washington St, San Diego, CA 92103-2289",110,110,No,619-260-8300,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92103-2289,92103,112,San Diego,CA,23901662100,6073
Census Tract,6073000400,CA,6073000400,6073000400,Not an MUA or MUP,2024,2010,HRSA,59810,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",Transplant Hospitals,"200 W Arbor Dr, #8745, San Diego, CA 92103-1911",0,0,No,619-574-8612,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92103-1911,92103,112,#8745,Sa,23901662100,6073
Census Tract,6097150609,CA,6097150609,6097150609,Not an MUA or MUP,2024,2010,HRSA,50136,PETALUMA VALLEY HOSPITAL,Short Term,"400 N McDowell Blvd, Petaluma, CA 94954-2339",99,97,No,707-778-1111,0,0,0,377.25,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),94954-2339,94954,112,Petaluma,CA,4252460000,6097
Census Tract,6097150204,CA,6097150204,6097150204,Not an MUA or MUP,2024,2010,HRSA,50090,SONOMA VALLEY HOSPITAL,Short Term,"347 Andrieux St, Sonoma, CA 95476-6811",83,56,Yes,707-935-5000,0,1.7,0,126.3,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95476-6811,95476,112,Sonoma,CA,4252460000,6097
Census Tract,6073017501,CA,6073017501,6073017501,Not an MUA or MUP,2024,2010,HRSA,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Short Term,"354 Santa Fe Dr, Encinitas, CA 92024-5142",158,158,No,760-753-6501,1,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),92024-5142,92024,112,Encinitas,CA,23901662100,6073
Census Tract,6085512001,CA,6085512001,6085512001,Not an MUA or MUP,2024,2010,HRSA,54154,SAN JOSE BEHAVIORAL HEALTH,Psychiatric,"455 Silicon Valley Blvd, San Jose, CA 95138-1858",80,80,No,669-234-5959,0,0,0,114,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95138-1858,95138,112,San Jose,CA,14196940300,6085
Census Tract,6097153902,CA,6097153902,6097153902,Not an MUA or MUP,2024,2010,HRSA,51321,HEALDSBURG HOSPITAL,Critical Access Hospitals,"1375 University St, Healdsburg, CA 95448-3382",26,26,No,707-431-6500,3,2,2,126.1,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95448-3382,95448,112,Healdsburg,CA,4252460000,6097
Census Tract,6085512033,CA,6085512033,6085512033,Not an MUA or MUP,2024,2010,HRSA,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,Short Term,"250 Hospital Pkwy, San Jose, CA 95119-1103",247,247,No,408-972-7000,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95119-1103,95119,112,San Jose,CA,14196940300,6085
Census Tract,6085511609,CA,6085511609,6085511609,Not an MUA or MUP,2024,2010,HRSA,50441,STANFORD HEALTH CARE,Short Term,"300 Pasteur Dr, Stanford, CA 94305-2200",613,613,No,650-723-5708,0,115,188,7876,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),94305-2200,94305,112,Stanford,CA,14196940300,6085
Census Tract,6085511609,CA,6085511609,6085511609,Not an MUA or MUP,2024,2010,HRSA,53305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,Childrens,"725 Welch Rd, Palo Alto, CA 94304-1601",396,396,No,650-497-8000,0,25.4,144.7,2372.6,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),94304-1601,94304,112,Palo Alto,CA,14196940300,6085
Census Tract,6085511609,CA,6085511609,6085511609,Not an MUA or MUP,2024,2010,HRSA,59803,STANFORD HOSPITAL TRANSPLANT,Transplant Hospitals,"300 Pasteur Dr, Stanford, CA 94305-2200",0,0,No,650-723-5708,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),94305-2200,94305,112,Stanford,CA,14196940300,6085
Census Tract,6085511609,CA,6085511609,6085511609,Not an MUA or MUP,2024,2010,HRSA,59804,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANF,Transplant Hospitals,"725 Welch Rd, Palo Alto, CA 94304-1601",0,0,No,650-724-8474,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),94304-1601,94304,112,Palo Alto,CA,14196940300,6085
Census Tract,6097152100,CA,6097152100,6097152100,Not an MUA or MUP,2024,2010,HRSA,50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,Short Term,"401 Bicentennial Way, Santa Rosa, CA 95403-2192",173,173,No,707-571-4000,374,15,9,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95403-2192,95403,112,Santa Rosa,CA,4252460000,6097
Census Tract,6097151800,CA,6097151800,6097151800,Not an MUA or MUP,2024,2010,HRSA,50174,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,Short Term,"1165 Montgomery Dr, Santa Rosa, CA 95405-4897",346,292,No,707-525-5300,2,0,4.86,598.89,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95405-4897,95405,112,Santa Rosa,CA,4252460000,6097
Census Tract,6097153005,CA,6097153005,6097153005,Not an MUA or MUP,2024,2010,HRSA,54151,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",Psychiatric,"1287 Fulton Rd, Santa Rosa, CA 95401-4923",95,95,No,707-800-7700,0,0,0,59,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95401-4923,95401,112,Santa Rosa,CA,4252460000,6097
Census Tract,6097152702,CA,6097152702,6097152702,Not an MUA or MUP,2024,2010,HRSA,50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,Short Term,"30 Mark West Springs Rd, Santa Rosa, CA 95403-1436",170,170,No,707-576-4000,0,0,0,240,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95403-1436,95403,112,Santa Rosa,CA,4252460000,6097
Census Tract,6029001802,CA,6029001802,6029001802,Not an MUA or MUP,2024,2010,HRSA,53031,ENCOMPASS HEALTH REHABILITATON HOSPITAL OF BAKERS,Rehabilitation,"5001 Commerce Dr, Bakersfield, CA 93309-0648",86,86,No,661-323-5500,0,0,0,114,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93309-0648,93309,112,Bakersfield,CA,5873403700,6029
Census Tract,6029001700,CA,6029001700,6029001700,Not an MUA or MUP,2024,2010,HRSA,50295,MERCY HOSPITAL,Short Term,"2215 Truxtun Ave, Bakersfield, CA 93301-3602",211,211,No,661-632-5000,0,0,0,576.12,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93301-3602,93301,112,Bakersfield,CA,5873403700,6029
Census Tract,6029005401,CA,6029005401,6029005401,Medically Underserved Population,2024,2010,HRSA,51333,RIDGECREST REGIONAL HOSPITAL,Critical Access Hospitals,"1081 N China Lake Blvd, Ridgecrest, CA 93555-3130",72,25,Yes,760-446-3551,5,2,7,467.5,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93555-3130,93555,112,Ridgecrest,CA,5873403700,6029
Census Tract,40145030101,OK,40145030101,40145030101,Medically Underserved Area,2024,2010,HRSA,370166,WAGONER COMMUNITY HOSPITAL,Short Term,"1200 W Cherokee St, Wagoner, OK 74467-4624",100,100,Yes,918-485-5514,9,0,0,93,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),74467-4624,74467,4,Wagoner,OK,637230400,40145
Census Tract,35049000900,NM,35049000900,35049000900,Medically Underserved Area,2024,2010,HRSA,320057,SANTA FE PHS INDIAN HOSPITAL,Short Term,"1700 Cerrillos Rd, Santa Fe, NM 87505-3026",20,20,No,505-988-9821,19,1,2,0,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),87505-3026,87505,112,Santa Fe,NM,1437786400,35049
Census Tract,35049001001,NM,35049001001,35049001001,Not an MUA or MUP,2024,2010,HRSA,320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,Short Term,"455 Saint Michaels Dr, Santa Fe, NM 87505-7601",248,248,No,505-913-3361,105,18,38,0,Region 6,Hospital,HRSA,United States with inhabited territories (Nation),87505-7601,87505,112,Santa Fe,NM,1437786400,35049
Census Tract,6029000200,CA,6029000200,6029000200,Not an MUA or MUP,2024,2010,HRSA,50257,GOOD SAMARITAN HOSPITAL,Short Term,"901 Olive Dr, Bakersfield, CA 93308-4137",64,64,No,661-399-4461,1,0,0,225,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93308-4137,93308,112,Bakersfield,CA,5873403700,6029
Census Tract,6029000600,CA,6029000600,6029000600,Not an MUA or MUP,2024,2010,HRSA,50036,BAKERSFIELD MEMORIAL HOSPITAL,Short Term,"420 34th St, Bakersfield, CA 93301-2237",421,366,No,661-327-1792,0,0,0,625,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93301-2237,93301,112,Bakersfield,CA,5873403700,6029
Census Tract,6029005003,CA,6029005003,6029005003,Not an MUA or MUP,2024,2010,HRSA,50608,ADVENTIST HEALTH DELANO,Short Term,"1401 Garces Hwy, Delano, CA 93215-3660",156,156,No,661-725-4800,0,0,0,358,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93215-3660,93215,112,Delano,CA,5873403700,6029
Census Tract,6029005203,CA,6029005203,6029005203,Medically Underserved Area,2024,2010,HRSA,51314,KERN VALLEY HEALTHCARE DISTRICT,Critical Access Hospitals,"6412 Laurel Ave, Lake Isabella, CA 93240-9529",27,25,Yes,760-379-2681,0,4,0.05,162,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93240-9529,93240,112,Lake Isabella,CA,5873403700,6029
Census Tract,39013012100,OH,39013012100,39013012100,Medically Underserved Area,2024,2010,HRSA,360080,EAST OHIO REGIONAL HOSPITAL,Short Term,"90 N 4th St, Martins Ferry, OH 43935-1648",161,161,No,740-633-1100,0.25,3,0,336.5,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43935-1648,43935,3322,Martins Ferry,OH,550397200,39013
Census Tract,6041101200,CA,6041101200,6041101200,Medically Underserved Population,2024,2010,HRSA,50131,NOVATO COMMUNITY HOSPITAL,Short Term,"180 Rowland Way, Novato, CA 94945-5009",75,75,No,415-209-1300,0,0,0,83.5,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),94945-5009,94945,112,Novato,CA,2415150200,6041
Census Tract,6029001201,CA,6029001201,6029001201,Medically Underserved Area,2024,2010,HRSA,50315,KERN MEDICAL CENTER,Short Term,"1700 Mount Vernon Ave, Bakersfield, CA 93306-4018",222,222,No,661-326-2000,82,14,15,702,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),93306-4018,93306,112,Bakersfield,CA,5873403700,6029
Census Tract,6113011002,CA,6113011002,6113011002,Not an MUA or MUP,2024,2010,HRSA,50127,WOODLAND MEMORIAL HOSPITAL,Short Term,"1325 Cottonwood St, Woodland, CA 95695-5131",122,122,No,530-662-3961,0,0,0,238,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95695-5131,95695,112,Woodland,CA,1588317300,6113
Census Tract,6113010505,CA,6113010505,6113010505,Not an MUA or MUP,2024,2010,HRSA,50537,SUTTER DAVIS HOSPITAL,Short Term,"2000 Sutter Pl, Davis, CA 95616-6201",48,48,No,530-756-6440,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95616-6201,95616,112,Davis,CA,1588317300,6113
Census Tract,6067008506,CA,6067008506,6067008506,Not an MUA or MUP,2024,2010,HRSA,50414,MERCY HOSPITAL OF FOLSOM,Short Term,"1650 Creekside Dr, Folsom, CA 95630-3405",106,106,No,916-983-7400,0,0,0,549,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95630-3405,95630,112,Folsom,CA,12168034100,6067
Census Tract,6067005205,CA,6067005205,6067005205,Not an MUA or MUP,2024,2010,HRSA,54096,SUTTER CENTER FOR PSYCHIATRY,Psychiatric,"7700 Folsom Blvd, Sacramento, CA 95826-2608",73,73,No,916-386-3000,0,0,4.1,226,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95826-2608,95826,112,Sacramento,CA,12168034100,6067
Census Tract,39073965300,OH,39073965300,39073965300,Medically Underserved Area,2024,2010,HRSA,361330,HOCKING VALLEY COMMUNITY HOSPITAL,Critical Access Hospitals,"601 State Route 664 N, Logan, OH 43138-8541",25,25,Yes,740-380-8227,0.25,0,0,163,Region 5,Hospital,HRSA,United States with inhabited territories (Nation),43138-8541,43138,3322,Logan,OH,236193100,39073
Census Tract,6067008134,CA,6067008134,6067008134,Not an MUA or MUP,2024,2010,HRSA,50516,MERCY SAN JUAN MEDICAL CENTER,Short Term,"6501 Coyle Ave, Carmichael, CA 95608-0394",370,370,No,916-537-5000,0,1,3,907.9,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95608-0394,95608,112,Carmichael,CA,12168034100,6067
Census Tract,6045010700,CA,6045010700,6045010700,Medically Underserved Area,2024,2010,HRSA,51310,ADVENTIST HEALTH HOWARD MEMORIAL,Critical Access Hospitals,"1 Marcela Dr, Willits, CA 95490-5769",25,25,Yes,707-456-3031,0,0,0,99.73,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95490-5769,95490,112,Willits,CA,765038300,6045
Census Tract,6067009606,CA,6067009606,6067009606,Not an MUA or MUP,2024,2010,HRSA,50590,METHODIST HOSPITAL OF SACRAMENTO,Short Term,"7500 Hospital Dr, Sacramento, CA 95823-5477",158,154,No,916-423-6010,0,1.6,0,279.99,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95823-5477,95823,112,Sacramento,CA,12168034100,6067
Census Tract,6067009606,CA,6067009606,6067009606,Not an MUA or MUP,2024,2010,HRSA,50674,KAISER FOUNDATION HOSP SO SACRAMENTO,Short Term,"6600 Bruceville Rd, Sacramento, CA 95823-4691",241,241,No,916-688-2000,0,0,0,0,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95823-4691,95823,112,Sacramento,CA,12168034100,6067
Census Tract,6067009606,CA,6067009606,6067009606,Not an MUA or MUP,2024,2010,HRSA,54087,"SIERRA VISTA HOSPITAL, INC",Psychiatric,"8001 Bruceville Rd, Sacramento, CA 95823-2329",171,171,No,916-423-2000,0,0,0,134,Region 9,Hospital,HRSA,United States with inhabited territories (Nation),95823-2329,95823,112,Sacramento,CA,12168034100,6067
